,id,label,title,pubtime,linkurl,rumorType,editor,author,sourcename,mainSummary,body
906,906,1,离开成都再回来需要隔离14天,2020-02-11 22:25:15,http://www.piyao.org.cn/2020-02/11/c_1210468814.htm,0,张智萍,,成都市交通运输局,,
235,235,1,量子共振仪可准确检测新冠病毒,2020-04-27 11:05:23,http://www.piyao.org.cn/2020-04/27/c_1210592089.htm,0,张智萍,,楚天都市报,,
62,62,1,天津王顶堤批发市场检出十几个新冠病毒携带者,2020-06-16 14:13:14,http://www.piyao.org.cn/2020-06/16/c_1210663155.htm,0,闫丹丹,,天津网信办官方微博,,
788,788,1,用火烧不着的一次性医用口罩是正品,2020-02-13 12:31:19,http://www.piyao.org.cn/2020-02/13/c_1210472744.htm,0,张智萍,,腾讯较真,,
593,593,1,疫情期间广东推行环境违法容错纠错机制,2020-03-04 16:41:08,http://www.piyao.org.cn/2020-03/04/c_1210500614.htm,1,周文婧,,生态环境部微信公众号,,
1068,1068,1,桑拿、汗蒸能预防新冠病毒,,,0,,,,丁香医生团队辟谣：杀死新冠病毒至少需要 56℃，30 分钟,杀死冠状病毒至少需要56℃，30分钟，可用于物体表面消毒等。桑拿房内温度的确较高，但人体的体温是相对恒定的，无法预防病毒。并且桑拿汗蒸的地方通风差、人多，反而增加疾病传播的几率。且长时间桑拿、汗蒸，可能会出现脱水甚至休克等症状。
190,190,1,武汉实验室“失误证据”被外媒公开,2020-05-08 16:25:35,http://www.piyao.org.cn/2020-05/08/c_1210609423.htm,0,殷荧,,外交部发言人办公室,,
435,435,1,室温越高越可以预防新冠肺炎,2020-03-25 10:24:04,http://www.piyao.org.cn/2020-03/25/c_1210529192.htm,0,芮静,刘利月,光明网,,
151,151,1,朝阳市发现确诊病例和疑似病例,2020-05-18 09:45:26,http://www.piyao.org.cn/2020-05/18/c_1210622857.htm,0,冯栋,,辽宁省卫健委、朝阳日报,,
267,267,1,新冠肺炎确诊患者乘坐火车来了赣州,2020-04-21 10:09:27,http://www.piyao.org.cn/2020-04/21/c_1210579784.htm,0,冯栋,,@南铁赣州车务段,,
794,794,1,长沙地铁2号线发生疫情启动隔离,2020-02-13 12:32:30,http://www.piyao.org.cn/2020-02/13/c_1210472721.htm,0,张智萍,,红网,,
405,405,1,北京市4月13日起开展中小学线上学科教学,2020-03-31 12:30:30,http://www.piyao.org.cn/2020-03/31/c_1210538102.htm,1,周文婧,,新华视点微博,,
159,159,1,上海幼儿园6月2日开学中福会幼儿园已通知,2020-05-15 10:21:14,http://www.piyao.org.cn/2020-05/15/c_1210619447.htm,0,闫丹丹,,上观新闻,,
352,352,1,中俄陆路边境口岸人员通道全部临时关闭,2020-04-09 09:34:31,http://www.piyao.org.cn/2020-04/09/c_1210550266.htm,1,闫丹丹,,中国驻俄罗斯大使馆微信公众号,,
40,40,1,北京三类涉疫人群严禁出京 民航铁路对出京人员查验核酸检测阴性证明,2020-06-19 09:47:38,http://www.piyao.org.cn/2020-06/19/c_1210667816.htm,1,闫丹丹,,央视新闻,,
1018,1018,1,沐舒坦可以防止新冠肺炎,,,2,,,,丁香医生团队：无充分证据表明沐舒坦能防止新冠肺炎,沐舒坦的主要成分是盐酸氨溴索，研究发现它可以阻碍病毒进入细胞内，有望用于新冠肺炎的治疗。但目前研究仅在基础阶段，是否真的有效，还需要进一步临床试验证实。
1049,1049,1,病毒会存在手机和电梯按键上,,,1,,,,丁香医生团队：接触手机、电梯按键后，需要及时洗手,根据SARS病毒的特点，推测新型冠状病毒可在金属、塑料上存活2～3天，但存活不代表可达到传染条件。手机、电梯按键存在的细菌和病毒数量种类众多，不管是否沾染上带有冠状病毒的飞沫，接触后都需好好洗手。不要用脏手碰口鼻、揉眼睛，更不要一边吃东西一边玩手机。无症状密切接触史者和轻微症状居家隔离者的手机，需好好消毒，不要触碰。
664,664,1,喷洒消毒剂有可能诱发哮喘,2020-02-26 11:04:12,http://www.piyao.org.cn/2020-02/26/c_1210490491.htm,1,谢博隆,,光明网,,
29,29,1,霞山东风市场三文鱼店查出冠状病毒,2020-06-20 15:41:26,http://www.piyao.org.cn/2020-06/20/c_1210669810.htm,0,何舟,,霞山政务,,
1065,1065,1,家里的宠物会传播病毒,,,0,,,,丁香医生团队辟谣：暂无证据证明会传染猫狗,此次冠状病毒的来源是野生动物，暂无证据证明会传染猫狗，而犬冠状病毒和猫冠状病毒暂无证据表明会传染给人。家里养宠物的人不用太担心，更不要随便遗弃宠物。
103,103,1,刮风下雨对新冠病毒传播有加速作用,2020-06-01 16:11:09,http://www.piyao.org.cn/2020-06/01/c_1210642022.htm,0,杜畅,,人民网,,
3,3,1,市民路过中高风险地区健康码会变色,2020-06-24 15:44:27,http://www.piyao.org.cn/2020-06/24/c_1210675351.htm,0,冯栋,张璐,新京报,,
80,80,1,中国石化熔喷布价格上调24%,2020-06-10 10:25:10,http://www.piyao.org.cn/2020-06/10/c_1210654228.htm,0,周文婧,,中国石化官方微博,,
261,261,1,常德桥南一KTV发现新冠肺炎疑似病例,2020-04-21 11:37:52,http://www.piyao.org.cn/2020-04/21/c_1210579955.htm,0,冯栋,郑江晖,红网时刻新闻,,
696,696,1,利川市政府召开关于对疫情发起总攻的紧急会议,2020-02-19 16:07:15,http://www.piyao.org.cn/2020-02/19/c_1210481388.htm,0,芮静,,大河报,,
455,455,1,23日起北京向当日献血者赠体检卡和口罩,2020-03-24 09:49:02,http://www.piyao.org.cn/2020-03/24/c_1210526876.htm,1,冯栋,刘欢,北京日报客户端,,
630,630,1,捐赠给黄石下陆区的青菜被社区扔了,2020-02-27 11:54:54,http://www.piyao.org.cn/2020-02/27/c_1210491912.htm,0,谢博隆,,@黄石发布,,
843,843,1,湖北浙江等七省车辆不允许进昆明,2020-02-11 22:20:51,http://www.piyao.org.cn/2020-02/11/c_1210468865.htm,0,张智萍,,昆明发布,,
730,730,1,空气净化器能过滤掉病毒,2020-02-17 16:59:01,http://www.piyao.org.cn/2020-02/17/c_1210478050.htm,2,芮静,,人民网,,
816,816,1,喝乳铁蛋白能抑制新型冠状病毒,2020-02-12 08:40:59,http://www.piyao.org.cn/2020-02/12/c_1210470743.htm,2,张智萍,,科学辟谣平台,,
126,126,1,湖南月田有确诊病例曾去过理发店,2020-05-24 12:34:20,http://www.piyao.org.cn/2020-05/24/c_1210631488.htm,0,张智萍,,岳阳晚报,,
910,910,1,多地要求乘公交验身份证,2020-02-11 22:21:16,http://www.piyao.org.cn/2020-02/11/c_1210468861.htm,0,张智萍,,中国互联网联合辟谣平台,,
449,449,1,湖南衡阳铁路医院护士感染新冠肺炎,2020-03-21 14:28:50,http://www.piyao.org.cn/2020-03/21/c_1210524176.htm,0,何舟,,衡阳日报公众号,,
508,508,1,武汉青山某隔离点有32名因疫情失去监护人的孤儿,2020-03-13 17:45:18,http://www.piyao.org.cn/2020-03/13/c_1210513378.htm,0,冯栋,,@青山政务,,
926,926,1,万金油抗生素可以预防病毒,2020-02-10 14:29:42,http://www.piyao.org.cn/2020-02/10/c_1210468205.htm,0,张智萍,,千龙网、腾讯较真,,
148,148,1,吉林市舒兰市上千人流动至长春,2020-05-18 09:45:26,http://www.piyao.org.cn/2020-05/18/c_1210622938.htm,0,冯栋,,中国吉林网,,
889,889,1,电吹风对手部和面部吹30秒能消毒,2020-02-11 22:31:35,http://www.piyao.org.cn/2020-02/11/c_1210468799.htm,0,张智萍,,千龙网,,
43,43,1,李兰娟认为北京新冠疫情可能将全面大暴发,2020-06-18 15:50:02,http://www.piyao.org.cn/2020-06/18/c_1210666898.htm,0,殷荧,,健康时报,,
16,16,1,江西新余一孕妇从北京回来生孩子确诊,2020-06-22 15:24:37,http://www.piyao.org.cn/2020-06/22/c_1210672039.htm,0,冯栋,,新余公安微信公号,,
1129,1129,1,身边没有疫情不用戴口罩,,,0,,,,丁香医生团队辟谣：无论有没有疫情，出门都建议戴,无论有没有疫情，都建议戴口罩出门。时值春运，很多病毒携带者可能出现在全国各地，而部分携带者可能身上还没有症状。这意味着，我们都有可能会接触到携带者。合理佩戴口罩，可有效挡住飞沫，能阻断病毒直接进入人体内。首选医用外科口罩或N95/KN95口罩。其他口罩，效果不如这三种好。
1016,1016,1,自来水采用上限标准加氯消毒,,,0,,,,丁香医生团队辟谣：并无此事。即使添加的氯在国标许可的最上限，也不会对健康造成影响,南京、温州、泸州等各城市版本的均为谣言。即使添加的氯在国标许可的最上限，也可以直接喝，并不会对健康造成影响。
671,671,1,钟南山团队从新冠肺炎患者尿液中分离出新冠病毒,2020-02-23 19:38:06,http://www.piyao.org.cn/2020-02/23/c_1210486870.htm,1,谢博隆,,央视新闻客户端,,
1108,1108,1,青岛公交线路停运安排调整,,,0,,,,青岛交通运输局辟谣：消息不属实,据@青岛交通运输27日消息：官方辟谣！部分微信群中所传的“2020年1月27日起，公交线路停运安排调整”的消息不属实。目前，青岛市市区（市南、市北、李沧、崂山、城阳）公交车均正常运营，请广大市民朋友不信谣、不传谣。
633,633,1,河南安阳让学生开学前自行准备30个口罩,2020-02-27 09:39:42,http://www.piyao.org.cn/2020-02/27/c_1210491738.htm,0,殷荧,,安阳日报微信公众号,,
610,610,1,近期自韩来华的乘客绝大多数是在韩中国公民,2020-02-29 16:34:40,http://www.piyao.org.cn/2020-02/29/c_1210495273.htm,1,谢博隆,,外交部网站,,
349,349,1,返沪留学生全部隔离在崇明区,2020-04-07 10:48:21,http://www.piyao.org.cn/2020-04/07/c_1210547338.htm,0,殷荧,,上海崇明微信公众号,,
760,760,1,吸烟者感染新冠病毒率低于非烟民,2020-02-14 13:02:58,http://www.piyao.org.cn/2020-02/14/c_1210474211.htm,0,张智萍,,北京青年报,,
520,520,1,岳阳湘阴一病例从县人民医院逃跑,2020-03-12 10:09:13,http://www.piyao.org.cn/2020-03/12/c_1210511116.htm,0,冯栋,,掌上湘阴微信公众号,,
256,256,1,黑龙江返银川一家被确诊,2020-04-22 10:57:47,http://www.piyao.org.cn/2020-04/22/c_1210581408.htm,0,冯栋,王建宏,光明日报,,
1046,1046,1,新冠病毒通过眼神对视传播,,,0,,,,丁香医生团队辟谣：系编造，造谣网民已被依法处罚。,在国家卫健委印发的《新型冠状病毒感染的肺炎诊疗方案（试行第四版）》中显示，新型冠状病毒经呼吸道飞沫传播是主要的传播途径，亦可通过接触传播。而眼神对视不属于前述任何一种。另外，造谣网民已被依法处罚。
361,361,1,根据现有的研究没有证据证明杨柳絮中存在新冠病毒,2020-04-07 14:44:17,http://www.piyao.org.cn/2020-04/07/c_1210547328.htm,1,殷荧,,央视财经微信公众号,,
224,224,1,全国收费公路5月6日零时起恢复收费,2020-04-29 11:01:40,http://www.piyao.org.cn/2020-04/29/c_1210595678.htm,1,杜畅,,交通运输部官网、新华社,,
840,840,1,干手器紫外线灯可杀死新型冠状病毒,2020-02-12 08:31:46,http://www.piyao.org.cn/2020-02/12/c_1210470799.htm,0,张智萍,,新华社,,
418,418,1,阜外医院偷运患者血样出境,2020-03-28 10:02:27,http://www.piyao.org.cn/2020-03/28/c_1210534116.htm,0,张智萍,,阜外医院官方微博、人民网,,
385,385,1,山东高三学生提前开学,2020-04-01 15:06:55,http://www.piyao.org.cn/2020-04/01/c_1210539968.htm,0,张智萍,,齐鲁晚报,,
284,284,1,京津冀实行健康状态互认​；健康码不能替代小区出入证和登记要求,2020-04-19 16:29:16,http://www.piyao.org.cn/2020-04/19/c_1210577462.htm,1,周文婧,,北京日报微信公众号,,
252,252,1,网传佳木斯要建方舱医院用于收纳海归人员,2020-04-23 14:57:37,http://www.piyao.org.cn/2020-04/23/c_1210587063.htm,0,冯栋,,黑龙江日报,,
950,950,1,吃降压药会增加感染病毒的风险,,,0,,,,丁香医生团队辟谣：目前没有任何动物和临床研究数据证实这种说法的可靠性,因现有研究显示ACE2是新型冠状病毒入侵人体的关键，网传服用ACEI（血管紧张素转化酶抑制剂）类降压药会增加感染新冠病毒的风险。但目前没有任何动物和临床研究数据证实。人体是复杂的个体，不能凭借简单的逻辑推理就盲目听信，要讲求证据。反倒是擅自停用降压药会导致血压波动，给高血压患者带来更大的危险。对高血压患者而言，所有的药物调整都要在专科医生的指导下进行。
856,856,1,“我的长沙”APP可预约购买口罩,2020-02-12 00:52:18,http://www.piyao.org.cn/2020-02/12/c_1210469958.htm,0,周文婧,,湖南微政务微信公众号,,
160,160,1,6月7日起吉林市丰满区风险等级由高风险调整为低风险,2020-05-17 13:54:47,http://www.piyao.org.cn/2020-05/17/c_1210622144.htm,1,周文婧,,吉林省卫生健康委员会网站,,
708,708,1,华南海鲜市场供货商发忏悔文坦陈交易内幕,2020-02-18 13:02:26,http://www.piyao.org.cn/2020-02/18/c_1210479377.htm,0,芮静,郑子愚,上海辟谣平台微信公众号,,
185,185,1,岳阳华容马鞍菜市场封路出现无症状感染者,2020-05-09 16:52:30,http://www.piyao.org.cn/2020-05/09/c_1210611305.htm,0,周文婧,,@岳阳网警巡查执法,,
644,644,1,滞留湖北港人将安排到深圳隔离,2020-02-25 13:18:05,http://www.piyao.org.cn/2020-02/25/c_1210489254.htm,0,谢博隆,,人民网,,
170,170,1,钟南山去武汉东西湖区了东西湖区健康码转红,2020-05-13 16:26:08,http://www.piyao.org.cn/2020-05/13/c_1210617120.htm,0,闫丹丹,,武汉东西湖区人民政府官方微博,,
360,360,1,山西阳泉各小学幼儿园本学期不做开学准备,2020-04-06 15:21:51,http://www.piyao.org.cn/2020-04/06/c_1210546492.htm,0,闫丹丹,,阳泉市教育局网站,,
467,467,1,科学佩戴口罩 让疫情防控更精准,2020-03-20 15:49:39,http://www.piyao.org.cn/2020-03/20/c_1210522867.htm,1,杜畅,,疾病预防控制局,,
839,839,1,用了7天的N95口罩用吹风机吹或酒精消毒可继续用,2020-02-12 08:32:58,http://www.piyao.org.cn/2020-02/12/c_1210470753.htm,2,张智萍,,中国互联网联合辟谣平台,,
660,660,1,从湖北去上海的物流司机感染新型冠状病毒死亡,2020-02-23 12:15:38,http://www.piyao.org.cn/2020-02/23/c_1210486510.htm,0,谢博隆,,@平安北京,,
631,631,1,漯河市机动车要限行公交再次停运,2020-02-27 09:39:42,http://www.piyao.org.cn/2020-02/27/c_1210491768.htm,0,谢博隆,,漯河日报微信公众号,,
459,459,1,3月23日起所有目的地为北京的国际航班均从指定的第一入境点入境,2020-03-18 17:07:40,http://www.piyao.org.cn/2020-03/18/c_1210520041.htm,1,周文婧,,中国民用航空局网站,,
421,421,1,法国回来输入型病例去萧山商业城逛了一圈,2020-03-27 14:54:32,http://www.piyao.org.cn/2020-03/27/c_1210533063.htm,0,芮静,,萧山公安微信公众号,,
145,145,1,鸡屎藤能预防新冠病毒,2020-05-19 10:17:10,http://www.piyao.org.cn/2020-05/19/c_1210624429.htm,0,冯栋,郭姣,科学辟谣平台,,
96,96,1,6月6日起天津市疫情防控应急响应级别由二级调整为三级,2020-06-07 15:00:42,http://www.piyao.org.cn/2020-06/07/c_1210650076.htm,1,周文婧,,天津政务网,,
552,552,1,湖北天门撤销乡镇和村组交通卡口,2020-03-08 13:25:47,http://www.piyao.org.cn/2020-03/08/c_1210505506.htm,0,周文婧,,湖北省天门市委宣传部官方微博,,
91,91,1,中医药参与救治新冠肺炎确诊病例占比达92%,2020-06-08 10:52:38,http://www.piyao.org.cn/2020-06/08/c_1210651077.htm,1,张智萍,,新华网,,
741,741,1,网传“教育局开学安排讨论稿”称杭州大中小学3月2日开学,2020-02-16 18:32:38,http://www.piyao.org.cn/2020-02/16/c_1210477090.htm,0,周文婧,,浙江新闻、福建辟谣、绍兴网,,
110,110,1,上海市黄浦区一餐饮店出现新冠肺炎确诊病例,2020-05-30 11:14:26,http://www.piyao.org.cn/2020-05/30/c_1210639280.htm,0,谢博隆,上观新闻,上观新闻,,
1150,1150,1,西宁将关闭超市菜场,,,0,,,,西宁官方辟谣：不属实,经核实此传言不实，为防治新型冠状病毒感染的肺炎疫情，有关部门为减少人员密集场所人流量，仅对个别大型商业综合体的非群众日常生活必需品销售场所进行了临时管理，与市民群众生活密切相关的超市（含大型商场附设超市）、农贸市场、便利店、连锁店、配送店、菜店和各类粮油副食供应点均照常营业，且各类货品准备充足。
710,710,1,徐州中小学3月2号开学,2020-02-20 10:50:53,http://www.piyao.org.cn/2020-02/20/c_1210482300.htm,0,芮静,,无线徐州微信公众号,,
401,401,1,疫情期间重庆不会严查酒驾,2020-03-30 11:21:29,http://www.piyao.org.cn/2020-03/30/c_1210536502.htm,0,张智萍,,网信重庆,,
1075,1075,1,新冠病毒定名为 SARI,,,0,,,,丁香医生团队辟谣：SARI是「严重急性呼吸道感染」的英文缩写,SARI是英文severeacuterespiratoryinfections的缩写，中文意思为严重急性呼吸道感染。此次爆发于的新冠疫情，目前暂时被命名为新型冠状病毒，英文为2019NovelCoronavirus(2019-nCoV)。2019-nCoV可以导致SARI，但并不是所有的SARI都是2019-nCoV引起的。
1152,1152,1,新加坡拒武汉旅客入境,,,0,,,,新加坡移民局辟谣：假的,有消息称：新加坡拒逾百名武汉旅客入境。新加坡移民局与关卡局25日表示消息并不是真的，这件事情没有发生
335,335,1,天津汽车尾号开始恢复限行了,2020-04-11 15:18:01,http://www.piyao.org.cn/2020-04/11/c_1210553782.htm,0,谢博隆,,天津日报,,
495,495,1,南京华侨路有确诊病例已封路,2020-03-16 11:22:31,http://www.piyao.org.cn/2020-03/16/c_1210516426.htm,0,杜畅,,@平安南京,,
189,189,1,四川泸州合江出现无症状感染者,2020-05-09 10:46:37,http://www.piyao.org.cn/2020-05/09/c_1210610674.htm,0,周文婧,,@泸州网警巡查执法,,
501,501,1,京沪两地回应境外回国人员新冠肺炎诊疗费用问题,2020-03-15 18:13:52,http://www.piyao.org.cn/2020-03/15/c_1210515710.htm,1,殷荧,,新闻联播微信公众号,,
56,56,1,新发地几万人被运送到河北唐山隔离谣言,2020-06-17 10:01:13,http://www.piyao.org.cn/2020-06/17/c_1210664575.htm,0,闫丹丹,,北京市丰台区政府官方微博,,
738,738,1,穿防静电服能隔绝新型冠状病毒,2020-02-16 18:01:46,http://www.piyao.org.cn/2020-02/16/c_1210477091.htm,0,周文婧,,腾讯较真,,
345,345,1,有中国公民因违反签证居留规定被俄方拘押,2020-04-08 09:15:46,http://www.piyao.org.cn/2020-04/08/c_1210548579.htm,0,闫丹丹,,中国驻俄罗斯大使馆微信公众号,,
171,171,1,吉大一院出现确诊病例,2020-05-13 16:26:08,http://www.piyao.org.cn/2020-05/13/c_1210617145.htm,0,闫丹丹,,长春市疾控中心微信公众号,,
591,591,1,苏州一企业提前开工员工确认感染隔离200余人,2020-03-05 12:09:24,http://www.piyao.org.cn/2020-03/05/c_1210501536.htm,0,周文婧,,扬子晚报,,
766,766,1,左氟沙星眼药水可防止新冠病毒从眼部进入,2020-02-14 12:19:55,http://www.piyao.org.cn/2020-02/14/c_1210474165.htm,0,周文婧,,网信重庆微信公众号,,
498,498,1,湖北潜江解封第一天发生重大车祸致6人死亡,2020-03-15 17:37:28,http://www.piyao.org.cn/2020-03/15/c_1210515661.htm,0,殷荧,,法制网,,
369,369,1,未在第一入境点观察期满当天或次日进京返京需观察14天,2020-04-05 16:10:06,http://www.piyao.org.cn/2020-04/05/c_1210545299.htm,1,周文婧,,北京日报客户端,,
456,456,1,江西将于4月5日开始逐批次开学,2020-03-19 16:06:50,http://www.piyao.org.cn/2020-03/19/c_1210521390.htm,0,何舟,谢梦丽,中国江西网,,
647,647,1,多地要求公园闲逛人员背防疫手册,2020-02-25 11:03:01,http://www.piyao.org.cn/2020-02/25/c_1210489007.htm,0,谢博隆,,中国互联网联合辟谣平台,,
146,146,1,“川崎病”症状已确定为新冠病毒感染引发的新症状,2020-05-19 10:17:10,http://www.piyao.org.cn/2020-05/19/c_1210624419.htm,0,冯栋,程芳,科学辟谣平台,,
603,603,1,80名中国公民在俄隔离遭虐待,2020-03-01 11:11:50,http://www.piyao.org.cn/2020-03/01/c_1210495931.htm,0,谢博隆,,中国驻俄罗斯大使馆网站,,
1117,1117,1,吃利巴韦林可以预防新冠,,,0,,,,丁香医生团队辟谣：利巴韦林无法作用于新型冠状病毒,利巴韦林无法作用于新型冠状病毒。传统的抗流感药物并不能有效预防新型冠状病毒，而且随便用药还会造成一定的健康风险。
872,872,1,抗病毒药物瑞德西韦已在患者身上“显效”,2020-02-11 23:00:15,http://www.piyao.org.cn/2020-02/11/c_1210468671.htm,0,张智萍,,中国互联网联合辟谣平台,,
733,733,1,新冠肺炎患者体温正常就可出院,2020-02-16 17:33:41,http://www.piyao.org.cn/2020-02/16/c_1210477065.htm,2,周文婧,,人民日报微信公众号,,
473,473,1,降压药会加重已感染新冠病毒的高血压患者病情,2020-03-18 16:21:31,http://www.piyao.org.cn/2020-03/18/c_1210519942.htm,0,杜畅,,科学辟谣平台,,
534,534,1,张家界有韩国回来的确诊病例发高烧不能动弹,2020-03-10 12:12:36,http://www.piyao.org.cn/2020-03/10/c_1210508284.htm,0,冯栋,,@湖南日报,,
161,161,1,中国通过推特散播虚假信息,2020-05-14 13:39:49,http://www.piyao.org.cn/2020-05/14/c_1210618344.htm,0,张智萍,,中国新闻网,,
478,478,1,河北将全面暂停清明集中祭扫活动,2020-03-18 11:06:26,http://www.piyao.org.cn/2020-03/18/c_1210439732.htm,1,何舟,,河北省民政厅网站,,
222,222,1,温州市建设小学大南校区有孩子确诊新冠肺炎,2020-04-29 10:50:56,http://www.piyao.org.cn/2020-04/29/c_1210595556.htm,0,杜畅,,@温州网警巡查执法,,
786,786,1,日本新型冠状病毒公众防疫指南来了,2020-02-13 21:11:53,http://www.piyao.org.cn/2020-02/13/c_1210473496.htm,0,周文婧,,腾讯较真,,
944,944,1,疫情致广西防城港市玉林市博白县陆川县米粮断供,2020-02-12 08:42:01,http://www.piyao.org.cn/2020-02/12/c_1210470750.htm,0,张智萍,,防城港市市场监管局,,
638,638,1,襄阳市襄城区一生活物资配送人员确诊新冠肺炎,2020-02-26 17:46:40,http://www.piyao.org.cn/2020-02/26/c_1210491205.htm,0,殷荧,,@襄城新闻,,
617,617,1,2020年上半年征兵工作推迟至下半年一并组织实施,2020-02-29 16:34:40,http://www.piyao.org.cn/2020-02/29/c_1210495272.htm,1,谢博隆,,国防部网站,,
51,51,1,福州一酒店北京客人核酸检测阳性,2020-06-17 14:47:58,http://www.piyao.org.cn/2020-06/17/c_1210665194.htm,0,殷荧,,福州市仓山区委宣传部微信公号,,
6,6,1,对离京人员一律隔离14天,2020-06-24 16:28:03,http://www.piyao.org.cn/2020-06/24/c_1210675367.htm,2,冯栋,,北京日报客户端,,
528,528,1,多地明确开学时间,2020-03-11 18:01:33,http://www.piyao.org.cn/2020-03/11/c_1210509693.htm,1,冯栋,,央视网微信公众号,,
1143,1143,1,武汉红十字会收服务费,,,0,,,,武汉市红十字会官方微博辟谣：不存在任何收费现象,据武汉市红十字会官方微博@博爱江城，武汉市红十字会负责接收捐赠物资，具体的发放和分配由市卫健委统一根据各个医院的实际需求调拨安排，来运送的车辆由各个医院自行安排，市红十字会的转运车辆也是通过与武汉市交通委员会协调后，免费运送。武汉市红十字会至今为止的所有工作流程中，均不存在任何收费现象。
580,580,1,沉香可以预防新型冠状病毒,2020-03-04 21:18:03,http://www.piyao.org.cn/2020-03/04/c_1210500909.htm,0,闫丹丹,,科普中国,,
782,782,1,发热就意味着新冠病毒感染,2020-02-16 17:29:37,http://www.piyao.org.cn/2020-02/16/c_1210477071.htm,2,周文婧,,人民日报微信公众号,,
262,262,1,北京明确餐厅用餐需查验“北京健康宝”状态,2020-04-23 16:33:11,http://www.piyao.org.cn/2020-04/23/c_1210587175.htm,1,冯栋,,@新华视点微博,,
1114,1114,1,吃板蓝根可以预防新冠,,,0,,,,丁香医生团队辟谣：板蓝根对新型冠状病毒无效,迄今为止，和板蓝根有关的提取物研究，无一进入临床试验阶段。也就是说，即使是对预防流感病毒，板蓝根也没有被证明有预防效果，更别说预防新型冠状病毒了。
322,322,1,放心买！湖北产的食盐不带新冠病毒,2020-04-14 15:51:16,http://www.piyao.org.cn/2020-04/14/c_1210557766.htm,1,芮静,王忻,新华网,,
1118,1118,1,吃抗生素可以预防新冠,,,0,,,,丁香医生团队辟谣：抗生素作用于细菌，对病毒无效。,抗生素作用于细菌，对病毒无效。在武汉同济、武汉协和同时发布新型冠状病毒肺炎快速诊疗指南中，也明确指出要避免盲目或不恰当的抗菌药物治疗，尤其是联合应用广谱抗菌药物。
908,908,1,广州南站集聚大量旅客,2020-02-11 22:24:01,http://www.piyao.org.cn/2020-02/11/c_1210468815.htm,0,张智萍,,羊城晚报,,
732,732,1,鞋子会把病毒带回家,2020-02-17 16:59:03,http://www.piyao.org.cn/2020-02/17/c_1210478047.htm,2,芮静,,人民网,,
666,666,1,黄冈一镇政府食堂厨师确诊波及三万多人,2020-02-23 12:15:38,http://www.piyao.org.cn/2020-02/23/c_1210486503.htm,0,谢博隆,,@黄冈政府门户网,,
846,846,1,味儿越冲消毒效果越好,2020-02-12 08:30:15,http://www.piyao.org.cn/2020-02/12/c_1210470788.htm,2,张智萍,,北京青年报,,
